Timestamp,Price (USD),Market Cap (USD),Fully Diluted Market Cap (USD),24h Volume (USD)
2024-04-19 20:05:27,0.7114269576158666,494183526.5192056,491115930.4787672,14341723.803782543
2024-04-19 21:04:59,0.6856261971549666,470645929.93942475,473305016.3080725,14603644.30959345
2024-04-19 22:03:34,0.6793892588400996,466535830.95598567,468999500.84924096,14377972.210514892
2024-04-19 23:04:59,0.6801569930077168,471035731.9541881,469529487.06364197,14342913.729472885
2024-04-20 00:07:09,0.6726923994394316,465823688.1025147,464376490.29188675,14061577.86866625
2024-04-20 01:07:06,0.6664873519585239,459989478.5426764,460092989.87820643,13906675.74632482
2024-04-20 02:07:20,0.6673900669884072,460603076.5026697,460716156.7783531,11860009.9277722
2024-04-20 03:06:59,0.6877050901870402,461881252.5154369,474740128.47929823,9830511.360810362
2024-04-20 04:06:28,0.6791203404368177,469941292.8073243,468813859.7086617,9008236.805587867
2024-04-20 05:06:06,0.6837941602006522,464015531.05678684,472040315.0989633,8759637.439947067
2024-04-20 06:07:17,0.7197497423722997,496861358.2223658,496861358.2223658,8478281.273175364
2024-04-20 07:05:53,0.7251816190162447,503146937.4008994,500611119.351993,7975734.320186392
2024-04-20 08:06:03,0.7367067757603338,515331648.0218065,508567225.0599569,6510234.553627707
2024-04-20 09:05:58,0.7196642302688578,496765940.67291266,496802327.0656188,6213620.109864698
2024-04-20 10:06:11,0.7176223233104453,494452546.81368667,495392747.31172186,6106465.348807648
2024-04-20 11:06:37,0.7122015084031498,489478817.35887843,491650622.37725025,5844063.043051096
2024-04-20 12:06:43,0.7043034646731055,486198404.0519263,486198404.05192626,5406297.176787435
2024-04-20 13:06:51,0.7047912450821577,491251038.2681572,486535131.1423135,5052038.073807491
2024-04-20 14:06:06,0.7157162480087533,491797548.56566036,494076935.5683911,4837964.755497093
2024-04-20 15:05:46,0.7029343162731193,493380087.2829212,485253246.45953465,4510651.793033111
2024-04-20 16:05:41,0.6926370265620839,478809643.74000406,478144768.2613059,4208397.421280962
2024-04-20 17:06:31,0.7148265999060417,491226114.8305951,493462789.096874,3976946.508376323
